Species	Grid_ID	Num_Seq	Num_Muts	GD_Pi	BP
Fejervarya_limnocharis	1871	5	6	0.00505186493047892	3156
Fejervarya_limnocharis	1960	3	11	0.0113695090439276	1938
Gephyromantis_blanci	1047	4	0	0	2063
Gephyromantis_boulengeri	1047	6	37	0.0409825398827344	3101
Gephyromantis_boulengeri	1138	4	1	0.000956022944550669	2120
Gephyromantis_decaryi	1047	11	33	0.0143409076567330	5844
Gephyromantis_decaryi	1137	6	1	0.000194363459669582	2927
Gephyromantis_eiselti	1138	3	1	0.00143400696906232	1878
Gephyromantis_enki	1047	2	1	0.00206611570247934	1054
Gephyromantis_leucocephalus	1047	3	1	0.00129962417300962	1544
Gephyromantis_redimitus	1138	2	143	0.319910514541387	998
Gephyromantis_webbi	1228	2	34	0.0688259109311741	1081
Guibemantis_liber	1047	4	52	0.0601970514564280	2210
Guibemantis_liber	1137	4	8	0.00875603864734299	2218
Guibemantis_liber	1138	2	0	0	1104
Guibemantis_liber	1227	6	73	0.0526460926261114	3235
Haddadus_binotatus	1024	2	1	0.00261096605744125	1115
Heterixalus_alboguttatus	1047	54	32	0.0182616523672169	17644
Heterixalus_alboguttatus	1137	4	14	0.0221518987341772	1264
Heterixalus_alboguttatus	1138	22	14	0.0105896213491150	6952
Heterixalus_alboguttatus	1318	10	12	0.0182137834036568	3160
Heterixalus_betsileo	1047	8	26	0.0286624203821656	2512
Heterixalus_betsileo	1137	46	53	0.0425593514765492	15026
Heterixalus_betsileo	1138	12	8	0.00555877243775333	4350
Heterixalus_betsileo	1227	8	17	0.0150136487716106	2512
Heterixalus_betsileo	1228	5	11	0.0152866242038217	1570
Heterixalus_boettgeri	1047	7	9	0.0135623869801085	2212
Heterixalus_luteostriatus	1227	2	5	0.00558035714285714	1792
Heterixalus_madagascariensis	1047	3	2	0.00421940928270042	948
Heterixalus_madagascariensis	1137	3	1	0.00210970464135021	948
Heterixalus_madagascariensis	1138	27	45	0.0314278373624987	9692
Heterixalus_madagascariensis	1228	21	12	0.0130048221820374	6636
Heterixalus_madagascariensis	1318	4	0	0	2424
Heterixalus_punctatus	1318	3	12	0.00901857000285144	2627
Heterixalus_tricolor	1227	2	1	0.00122549019607843	1712
Heterixalus_tricolor	1318	2	0	0	1792
Heterixalus_variabilis	1318	3	21	0.0152666932694866	2687
Hoplobatrachus_rugulosus	1960	2	0	0	1128
Hoplobatrachus_rugulosus	2051	2	1	0.00177304964539007	1128
Hoplobatrachus_rugulosus	2141	13	90	0.0728022805552439	9054
Hoplobatrachus_rugulosus	2142	2	1	0.00177304964539007	1128
Hoplobatrachus_rugulosus	2230	2	1	0.00177304964539007	1128
Hoplobatrachus_rugulosus	2231	4	3	0.00354609929078014	2830
Hoplobatrachus_rugulosus	2232	2	0	0	1128
Hoplobatrachus_rugulosus	2595	2	0	0	2276
Hoplobatrachus_tigerinus	2408	76	106	0.00907235485108143	44113
Hoplobatrachus_tigerinus	2498	9	22	0.0107860520094563	5076
Hyla_arborea	2662	6	4	0.00176195299412467	5450
Hyla_arborea	2751	6	8	0.00328290521140048	5349
Hyla_arborea	2840	4	3	0.00165502470367756	3629
Hyla_arborea	2841	2	2	0.00220264317180617	1816
Hyla_arborea	2842	4	8	0.00442437132287032	3623
Hyla_arborea	2926	2	3	0.00331491712707182	1810
Hyla_arborea	2927	4	0	0	3538
Hyla_arborea	2929	4	2	0.00116279069767442	3488
Hyla_arborea	2930	3	1	0.000736648250460405	2715
Hyla_arborea	2931	9	10	0.00263559979771920	8169
Hyla_arborea	3015	2	0	0	1818
Hyla_arborea	3017	21	7	0.00212229426141935	18972
Hyla_arborea	3020	35	3	0.000526286402311312	31750
Hyla_arborea	3021	5	3	0.00132596685082873	4525
Hyla_arborea	3107	4	0	0	3632
Hyla_arborea	3109	2	0	0	1810
Hyla_arborea	3110	2	0	0	1810
Hyla_avivoca	2721	3	2	0.00221862295868692	1904
Hyla_chrysoscelis	2541	4	30	0.0227931665606949	2659
Hyla_chrysoscelis	2545	2	4	0.00787401574803150	1176
Hyla_chrysoscelis	2633	2	1	0.00165837479270315	1293
Hyla_chrysoscelis	2634	2	1	0.00158982511923688	1311
Hyla_chrysoscelis	2635	4	7	0.00512871920934772	2592
Hyla_chrysoscelis	2721	4	36	0.0239714162281336	2637
Hyla_chrysoscelis	2723	2	2	0.00332225913621262	1272
Hyla_chrysoscelis	2724	4	5	0.00351336601721029	2663
