occurrenceID	basisOfRecord	eventDate	DM ID	 ID number	DNAmark ID	Institution ID/ ZM no/ Voucher	Danish name	English name	Species name	NCBI Scientific name if different from species name	Stored in	Type (skin, tissue, bone, hair, organ)	Return rest of sample	Sample storage DNAmark	Photo for DNAmark	Institution (Voucher )	Voucher stored as	DNA sample/ Tissue collection code	Collecting_Year	Collecting_Month	Collecting_Day	Collected by	Country	countryCode	Locality	Geographical exact (CoordinatePrecisioninMeters)	decimalLatitude (UTM: N)	decimalLongitude (UTM: E)	geodeticDatum	Identified by (Validator)	Registred by	Sampled at	Sampling_Year	Sampling_Month	Sampling_Day	Sampled by	individualCount	organismQuantity	organismQuantityType	Taxon ID (GBIF) ?	NCBI Taxon ID	scientificName	key GBIF	kingdom	phylum	class	order	family	genus	Species	matchType	confidence	status	taxonRank	Corrected by Christina Lehmkuhl Noer	K-mer file	Mitochondrial/chloroplast genome filename	Genome sequences filename	Alcohol	Skin	Skull	Skeleton	Mounted	Mummy	Freezer	Tissue Coll. Code	Collecting code	Acronym 	Notes	LatLongVariable	P	CatFrom	CatTo	P-gr.	Cruise	Station 	Haul	Gear	N/S	W/E	Depth (meters)	Wire (m)	Further loc. Data	Zmcoll	Etiket	Lab ID	Quantity	fauna district	host	stage	available	Alt Cat Number	Type Status	Type/Count\n[imported]	Type specimen stored in formaldehyd	HABITAT	Isolator	Isol. Date	Personal code 	Isoaltion sample	Isolation unit	Isolation method	STATE	Medium	Temp	DEP	DEPD	Authentic	Toxic	Class	Remarks	subsampled by 	validationStatus	taxon_id	taxonFullName	taxonDanishName	taxonRedListCategory	decimalLatitude	decimalLongitude	accuracy	substrate	vegetationType	associatedTaxa	ecologyNotes	notes	Legit	URI	NO	HAB	DEL	Collected at	Notes	Evt V nummer	oprindelse af materiale	Square	Position
	PreservedSpecimen		DM290a	290	DMFU03a	DMS-9202583	Vandbæltet mælkehat	Fungi	Lactarius aquizonatus		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	8	11	Thomas Læssøe	Denmark	DK	Ravnholm					Thomas Læssøe			2018	6	7	Stine Raith Richter	1	1	individuals			Lactarius aquizonatus Kyt√∂v.	8297380	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius aquizonatus	EXACT	98	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	godkendt	15802	Lactarius aquizonatus	Vandbæltet mælkehat	EN	55.8080825577	12.5215387344	25	løv- eller nåledække, løse blade og nåle	nåleskov/plantage	birk (Betula), gran (Picea)	kunne ikke finde birk nærved men der findes birk i plantagen	mælk næsten øjeblikkelig gul; med utydelig scrobiculat mønster på stokken. Med lange klistrede hår i randen.	Thomas Læssøe, Aksel Jørgensen	https://svampe.databasen.org/observations/9202583									
	PreservedSpecimen		DM290b	290	DMFU03b	DMS-9202583	Vandbæltet mælkehat	Fungi	Lactarius aquizonatus		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	8	11	Thomas Læssøe	Denmark	DK	Ravnholm					Thomas Læssøe			2018	6	14	Stine Raith Richter	1	1	individuals			Lactarius aquizonatus Kyt√∂v.	8297380	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius aquizonatus	EXACT	98	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	godkendt	15802	Lactarius aquizonatus	Vandbæltet mælkehat	EN	55.8080825577	12.5215387344	25	løv- eller nåledække, løse blade og nåle	nåleskov/plantage	birk (Betula), gran (Picea)	kunne ikke finde birk nærved men der findes birk i plantagen	mælk næsten øjeblikkelig gul; med utydelig scrobiculat mønster på stokken. Med lange klistrede hår i randen.	Thomas Læssøe, Aksel Jørgensen	https://svampe.databasen.org/observations/9202583									
	PreservedSpecimen		DM290c	290	DMFU03c	DMS-9202583	Vandbæltet mælkehat	Fungi	Lactarius aquizonatus		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	8	11	Thomas Læssøe	Denmark	DK	Ravnholm					Thomas Læssøe			2018	6	19	Stine Raith Richter	1	1	individuals			Lactarius aquizonatus Kyt√∂v.	8297380	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius aquizonatus	EXACT	98	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	godkendt	15802	Lactarius aquizonatus	Vandbæltet mælkehat	EN	55.8080825577	12.5215387344	25	løv- eller nåledække, løse blade og nåle	nåleskov/plantage	birk (Betula), gran (Picea)	kunne ikke finde birk nærved men der findes birk i plantagen	mælk næsten øjeblikkelig gul; med utydelig scrobiculat mønster på stokken. Med lange klistrede hår i randen.	Thomas Læssøe, Aksel Jørgensen	https://svampe.databasen.org/observations/9202583									
	PreservedSpecimen		DM291	291	DMFU04	DMS-9199167	Rødprikket dughat	Fungi	Mycenella trachyspora		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	7	24	Martin Vestergaard	Denmark	DK	Kongsbjerg (Møn)					Martin Vestergaard			2018	7	4	Stine Raith Richter	1	1	individuals			Mycenella trachyspora (Rea) Bon	3327160	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycenella	Mycenella trachyspora	EXACT	97	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	ekspert-godkendt	45243	Mycenella trachyspora	Rødprikket dughat	LC	54.9667998433	12.5130562484	25	jord eller humus	løvskov	ask (Fraxinus)	I meget nedbrudt askestub i mos og tæt på ren kalk	Sporer kuglerunde og vortede op til 6 my af varierende størrelse. Cystider ligner vandfyldte kondomer, nogle af dem endda med reservoir, og som ses på billede udskiller nogle af dem også  et eller andet stads, der vistnok er harpikslignende på midten. Jeg fandt også runde popcornlignende objekter blandt cystiderne (ca. samme størrelse) som jeg tolker som harpiksklumper.	Martin Vestergaard	https://svampe.databasen.org/observations/9199167									
	PreservedSpecimen		DM292	292	DMFU05	DMS-9224104	Stedmoder-slørhat	Fungi	Cortinarius violaceipes		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	10	6	Tobias Frøslev	Denmark	DK	Sønderskov, Guldborg					Tobias Frøslev			2018	7	4	Stine Raith Richter	1	1	individuals			Cortinarius violaceipes Bidaud & Consiglio	3348395	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius violaceipes	EXACT	98	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	ekspert-godkendt	63536	Cortinarius violaceipes	Stedmoder-slørhat		54.85410278	11.77581667	15	jord eller humus	løvskov				Tobias Frøslev	https://svampe.databasen.org/observations/9224104									
	PreservedSpecimen		DM293	293	DMFU06	DMS-9229308	Børstehåret bruskhat	Holly Parachute mushroom	Marasmius hudsonii		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	10	21	Thomas Læssøe	Denmark	DK	Gråsten Skovene					Thomas Læssøe							1	1	individuals			Marasmius hudsonii (Pers.) Fr.	9215709	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius hudsonii	EXACT	98	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	godkendt	16713	Marasmius hudsonii	Børstehåret bruskhat	DD	54.9235906804	9.5598220825	250	løv- eller nåledække, løse blade og nåle	løvskov	kristtorn (Ilex aquifolium)	mange		Thomas Læssøe, Martin Schier Christiansen	https://svampe.databasen.org/observations/9229308									
	PreservedSpecimen		DM294a	294	DMFU07a	DMS-9220425	Bleg kantarel	Fungi	Cantharellus pallens		Dried	Fruitbody	Yes	Dried	Yes Christina Lehmkuhl Noer taken of died specimen	DNAmark	Dried		2017	9	24	Tobias Frøslev	Denmark	DK	Elbæk Skov					Tobias Frøslev			2018	6	7	Stine Raith Richter	1	1	individuals			Cantharellus pallens Pil√°t	5249496	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius	EXACT	98	SYNONYM	SPECIES																																																										Christina Lehmkuhl Noer	godkendt	11325	Cantharellus pallens	Bleg kantarel	LC	55.86152222	9.93710833	15	jord eller humus	løvskov	hassel (Corylus avellana), eg (Quercus)			Tobias Frøslev	https://svampe.databasen.org/observations/9220425									
	PreservedSpecimen		DM294b	294	DMFU07b	DMS-9220425	Bleg kantarel	Fungi	Cantharellus pallens		Dried	Fruitbody	Yes	Dried	Yes Christina Lehmkuhl Noer taken of died specimen	DNAmark	Dried		2017	9	24	Tobias Frøslev	Denmark	DK	Elbæk Skov					Tobias Frøslev			2018	6	14	Stine Raith Richter	1	1	individuals			Cantharellus pallens Pil√°t	5249496	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus cibarius	EXACT	98	SYNONYM	SPECIES																																																										Christina Lehmkuhl Noer	godkendt	11325	Cantharellus pallens	Bleg kantarel	LC	55.86152222	9.93710833	15	jord eller humus	løvskov	hassel (Corylus avellana), eg (Quercus)			Tobias Frøslev	https://svampe.databasen.org/observations/9220425									
	PreservedSpecimen		DM295	295	DMFU08	DMS-9208155	Gulbrun pokalbæger	Toothed Cup fungus	Tarzetta cupularis		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	9	2	Thomas Læssøe	Denmark	DK	Billesborg Indelukke								2018	7	4	Stine Raith Richter	1	1	individuals			Tarzetta cupularis (L.) Svrcek	2594185	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tarzetta	Tarzetta cupularis	EXACT	97	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	godkendt	20832	Tarzetta cupularis	Gulbrun pokalbæger		55.438308474	12.1952404975	10	jord eller humus	skovmose	el (Alnus), hassel (Corylus), eg (Quercus)		max 8mm, de fleste 4-5, med lille dog tydelig stok											
	PreservedSpecimen		DM296	296	DMFU09	DMS-9224111	Radise-slørhat	Fungi	Cortinarius humolens		Dried	Fruitbody	Yes	Dried	Yes from Svampeatlas.dk	DNAmark	Dried		2017	10	6	Tobias Frøslev	Denmark	DK	Sønderskov, Guldborg					Tobias Frøslev			2018	7	4	Stine Raith Richter	1	1	individuals			Cortinarius humolens Brandrud	3348115	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius humolens	EXACT	98	ACCEPTED	SPECIES																																																										Christina Lehmkuhl Noer	ekspert-godkendt	12453	Cortinarius humolens	Radise-slørhat	EN	54.85430556	11.77061667	15	jord eller humus	løvskov				Tobias Frøslev	https://svampe.databasen.org/observations/9224111									
	PreservedSpecimen		DM297	297	DMP23	Accession no 1955,0476	Ene	common juniper	Juniperus communis		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Juniperus communis L.	2684709	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus communis	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				cutting, Zealand, Villingerød, Sibirien	1116	1617
	PreservedSpecimen		DM298	298	DMP24	Accession no 1952,0296	Storbladet Lind	broad-leaved lime	Tilia platyphyllos		Dried - silica beeds	Fresh leaves	no	Dried	yes	Herbarium C	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Tilia platyphyllos Scop.	3152048	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia platyphyllos	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				frø, Moseskransen 39	1213	2603
	PreservedSpecimen		DM299	299	DMP25	Accession no 9925,1528	Småbladet Lind	Littleleaf linden	Tilia cordata		Dried - silica beeds	Fresh leaves	no	Dried	yes	Herbarium C	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Tilia cordata Mill.	3152047	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia cordata	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				Jonstrup Vang	1212	902
	PreservedSpecimen		DM300	300	DMP26	Accession no 9925,1433	Hvid-pil	white willow	Salix alba		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	Herbarium C	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals				7882712	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae			NONE	100																																																																														Sjælland				ukendt	1109	3335
	PreservedSpecimen		DM301	301	DMP27	Accession no 1939,2401	Vorte-birk	European white birch	Betula pendula		Dried - silica beeds	Fresh leaves	no	Dried	yes	Herbarium C	Herbarium	no	2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Betula pendula Roth	5331916	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pendula	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland			V401-39	podning, Maglemose, C 8.1	1309	338
	PreservedSpecimen		DM302	302	DMP28	Accession no 1939,2402	Dun-birk	downy birch	Betula pubescens		Dried - silica beeds	Fresh leaves	no	Dried	yes	Herbarium C	Herbarium	no	2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Betula pubescens Ehrh.	9118014	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pubescens	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland			V402-39	podning, Maglemose, H 10.8	1309	414
	PreservedSpecimen		DM303	303	DMP29	Accession no 1950,0640	Benved	European spindletree	Euonymus europaeus		Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	9	6	Ashot Magaryan & Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492				Arboretet	2018	9	6	Ashot Magaryan & Christina Lehmkuhl Noer	1	1	individuals			Euonymus europaeus L.	3169131	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	Euonymus europaeus	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				cutting, Bjørns Krat, Hverringe	1208	2206
	PreservedSpecimen		DM304	304	DMP30	Accession no 1937,0021	Kristtorn	English holly	Ilex aquifolium		Frozen	Fresh leaves and berries in the freezer	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Ilex aquifolium L.	5414222	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex aquifolium	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				frø, Forest Botanic Garden, Charlottenlund	1409	3532
	PreservedSpecimen		DM305	305	DMP31	Accession no 1990,0033	Navr	field maple	Acer campestre		Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	9	6	Ashot Magaryan & Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492				Arboretet	2018	9	6	Ashot Magaryan & Christina Lehmkuhl Noer	1	1	individuals			Acer campestre L.	3189863	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer campestre	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				frø, Fakse Bugt, Roneklint	1310	3414
	PreservedSpecimen		DM306	306	DMP32	Accession no 1939,2440	Bøg	European beech	Fagus sylvatica	genganger	Silica beads	Dried leaf	No	Dried	yes	Herbarium C	Herbarium sheet	no	2018	9	6	Ashot Magaryan & Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492				Arboretet	2018	9	6	Ashot Magaryan & Christina Lehmkuhl Noer	1	1	individuals			Fagus sylvatica L.	2882316	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus sylvatica	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				cutting, Sorø, Lille Bøgeskov, Afd. 88	1411	1538
	PreservedSpecimen		DM307	307	DMP33	Accession no 9925,1297	Fugle-kirsebær	sweet cherry	Prunus avium		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	Herbarium C	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Prunus avium (L.) L.	3020791	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus avium	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				selvsået, Hørsholm	1612	702
	PreservedSpecimen		DM308	308	DMP34	Accession no 1954,0267	Rød-gran	Norway spruce	Picea abies		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Picea abies (L.) H.Karst.	5284884	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea abies	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				frø, Golija Mts., Uzice area, Serbien	1408	3802
	PreservedSpecimen		DM309	309	DMP35	Accession no 1943,2644	Skov-fyr	Scots pine	Pinus sylvestris		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Pinus sylvestris L.	5285637	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus sylvestris	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				podning, Læsø, Bangsbofyrren	1407	1524
	PreservedSpecimen		DM310	310	DMP36	Accession no 1934,2001	Ask	European ash	Fraxinus excelsior		Dried - silica beeds	Fresh leaves	no	Dried	yes	Herbarium C	Herbaium	no	2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Fraxinus excelsior L.	3172358	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus excelsior	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland			V1	podning, Sorø II, Store Bøgeskov, afd. 58B	1506	224
	PreservedSpecimen		DM311	311	DMP37	Accession no 16564	Tørst	Alder buckthorn	Frangula alnus		Dried - silica beeds	Fresh leaves	no	Dried	yes	Herbarium C	Herbarium	no	2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Frangula alnus Mill.	3039454	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Frangula	Frangula alnus	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				Vester Lovnkær, Ø.f. Hadsund.	planter til dansk arboret	
	PreservedSpecimen		DM312	312	DMP38	Accession no 15398 1428	Kvalkved	Guelder rose	Viburnum opulus		Dried - silica beeds	Fresh leaves and berries in the freezer	no	Dried	yes of live plant	No only of other plant	No only of other plant	We could not find that specific plant again to take herbarium sample	2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Viburnum opulus L.	2888605	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum opulus	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				Katbjerg Odde, Mariager	planter til dansk arboret	
	PreservedSpecimen		DM313	313	DMP39	Accession no 11022 16204	Rød kornel	Blood-twig dogwood	Cornus sanguinea		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	No only of other plant	No only of other plant	We could not find that specific plant again to take herbarium sample	2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Cornus sanguinea L.	3082234	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	Cornus sanguinea	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				Grund skov, v Vejle.	planter til dansk arboret	
	PreservedSpecimen		DM314	314	DMP40	Accession no 15479 3616	Dunet gedeblad	Dwarf honeysuckle	Lonicera xylosteum		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	Herbarium C	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Lonicera xylosteum L.	5334259	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	Lonicera xylosteum	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				Allindelille Fredskov, N.f. Ringsted	planter til dansk arboret	
No tag	PreservedSpecimen		DM315	315	DMP41	.	Hunde-rose	dog briar	Rosa canina		Dried - silica beeds	Fresh leaves and berries in the freezer	no	Dried	yes	Herbarium C	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Rosa canina L.	3002461	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa canina	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				Hørsholm	selvsået	
	PreservedSpecimen		DM316	316	DMP42	Accession no 1982,0428	Alm. Ædelgran	silver fir	Abies alba		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Abies alba Mill.	2685484	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies alba	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				frø, Lapos, Strimbu Baitut, Rumænien	2000	537
	PreservedSpecimen		DM317	317	DMP43	Accession no 1982,0425	Nordmannsgran	Caucasian fir 	Abies nordmanniana		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Abies nordmanniana Spach	2685552	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies nordmanniana	EXACT	98	ACCEPTED	SPECIES																																																																												Sjælland				frø, Giresun, Sebinkarahisar, Tyrkiet	2000	502
	PreservedSpecimen		DM318	318	DMP44	Accession no 1991,0177	Taks	European yew	Taxus baccata		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Taxus baccata L.	5284517	Plantae	Tracheophyta	Pinopsida	Pinales	Taxaceae	Taxus	Taxus baccata	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				frø, Vejle, Munkebjerg	1900	2507
	PreservedSpecimen		DM319	319	DMP45	Accession no 1982,0051	Sitkagran	Sitka spruce	Picea sitchensis (rettet fra Picea chinensis) 		Dried - silica beeds	Fresh leaves	no	Dried	yes of live plant	til herbarie	Herbarium		2018	1	17	Ida Hartvig, Ole Rasmus Byrgesen og Christina Lehmkuhl Noer	Denmark	DK	Arboretet, Hørsholm		55.866313	12.508492		Ole Rasmus Byrgesen			2018	1	18	Ole Rasmus Byrgesen, Ida Hartvig & Christina Lehmkuhl Noer	1	1	individuals			Picea sitchensis (Bong.) Carrière	5284827	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea sitchensis	EXACT	97	ACCEPTED	SPECIES																																																																												Sjælland				frø, Alaska Valdez, USA	2400	507
