occurrenceID	basisOfRecord	eventDate	DM ID	 ID number	DNAmark ID	Institution ID/ ZM no/ Voucher	Danish name	English name	Species name	NCBI Scientific name if different from species name	Stored in	Type (skin, tissue, bone, hair, organ)	Return rest of sample	Sample storage DNAmark	Photo for DNAmark	Institution (Voucher )	Voucher stored as	DNA sample/ Tissue collection code	Collecting_Year	Collecting_Month	Collecting_Day	Collected by	Country	countryCode	Locality	Geographical exact (CoordinatePrecisioninMeters)	decimalLatitude (UTM: N)	decimalLongitude (UTM: E)	geodeticDatum	Identified by (Validator)	Registred by	Sampled at	Sampling_Year	Sampling_Month	Sampling_Day	Sampled by	individualCount	organismQuantity	organismQuantityType	Taxon ID (GBIF) ?	NCBI Taxon ID	scientificName	key GBIF	kingdom	phylum	class	order	family	genus	Species	matchType	confidence	status	taxonRank	Corrected by Christina Lehmkuhl Noer	K-mer file	Mitochondrial/chloroplast genome filename	Genome sequences filename	Alcohol	Skin	Skull	Skeleton	Mounted	Mummy	Freezer	Tissue Coll. Code	Collecting code	Acronym 	Notes	LatLongVariable	P	CatFrom	CatTo	P-gr.	Cruise	Station 	Haul	Gear	N/S	W/E	Depth (meters)	Wire (m)	Further loc. Data	Zmcoll	Etiket	Lab ID	Quantity	fauna district	host	stage	available	Alt Cat Number	Type Status	Type/Count\n[imported]	Type specimen stored in formaldehyd	HABITAT	Isolator	Isol. Date	Personal code 	Isoaltion sample	Isolation unit	Isolation method	STATE	Medium	Temp	DEP	DEPD	Authentic	Toxic	Class	Remarks	subsampled by 	validationStatus	taxon_id	taxonFullName	taxonDanishName	taxonRedListCategory	decimalLatitude	decimalLongitude	accuracy	substrate	vegetationType	associatedTaxa	ecologyNotes	notes	Legit	URI	NO	HAB	DEL	Collected at	Notes	Evt V nummer	oprindelse af materiale	Square	Position
Problemer med lokation i specify	PreservedSpecimen		DM97	97	DMI37	NHMD233315	Sneglerøver	Beetle	Cychrus caraboides		96% ethanol -> pinned	Leg	yes, done pinned	Alc	yes	ZM	Pinned		2014	6	18	A. Solodovnikov, A. K. Hansen, M.J. Justesen 	Denmark	DK	DK-2014-V-01a	Northern Jutland/ Laesoe	57.266667	10.983333		Alexey Solodovnikov		ZM	2017	7	7	Christina Lehmkuhl Noer	1	1	individuals			Cychrus caraboides (Linnaeus, 1758)	5753612	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cychrus	Cychrus caraboides	EXACT	98	ACCEPTED	SPECIES																																	1	Pine forest and field				11.06.2014-18.06.2014																																												
	PreservedSpecimen		DM98	98	DMI38	not yet	Ædelgranbarkbille	Fir Bark Beetle	Cryphalus piceae		96% ethanol			Alc	no - can be taken	ZM	Pinned		2017	6	16	M. Debue, C. Malaise, M.J. Justesen	Denmark	DK	DK-NWZ- Jyderup	NWZ Jyderup	55.616389	11.424722		A. K. Hansen		ZM	2017	7	7	Christina Lehmkuhl Noer	1	1	individuals			Cryphalus piceae Wood & Bright, 1992	1212134	Animalia	Arthropoda	Insecta	Coleoptera	Bostrichidae	Bostrichus	Bostrichus piceae	EXACT	97	DOUBTFUL	SPECIES																																	ca 9	In cambrium of Abies procera in a greenery plantation																																																
	PreservedSpecimen		DM99	99	DMI39	not yet	Grankvistbarkbille	Bark beetle	Cryphalus abietis		96% ethanol			Alc	no - can be taken	ZM	Pinned		2017	6	16	M. Debue, C. Malaise, M.J. Justesen	Denmark	DK	DK-NWZ- Jyderup	NWZ Jyderup	55.616389	11.424722		A. K. Hansen		ZM	2017	7	7	Christina Lehmkuhl Noer	1	1	individuals			Cryphalus abietis Ratzeburg, 1837	1212164	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Cryphalus	Cryphalus abietis	EXACT	97	ACCEPTED	SPECIES																																	ca 10	In cambrium of Abies procera in a greenery plantation																																																
	PreservedSpecimen		DM100	100	DMRA1	851111	Grøn frø	Edible frog	Pelophylax esculentus		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2015	5	21	Illum, A. and Gravlund, P.	Denmark	DK	Ulvshale, Møn	100	55,039065	12,273681		Gravlund, P.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Pelophylax esculentus (Linnaeus, 1758)	5784980	Animalia	Chordata	Amphibia	Anura	Ranidae	Pelophylax	Pelophylax esculentus	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	DNA: NH 28-05-2015 13 + 14	http://130.225.98.135/map/webkoordRemember.htm?lat=55.03906510855488&lng=12.273681163787841&type=hybrid&zoom=16																																																																		
	PreservedSpecimen		DM101	101	DMRA7	851136	Grøn frø	Edible frog	Pelophylax esculentus		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2017	4	27	Illum, A. and Gravlund, P.	Denmark	DK	Ulvshale, Møn	10	55.038622	12.271256		Gravlund, P.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Pelophylax esculentus (Linnaeus, 1758)	5784980	Animalia	Chordata	Amphibia	Anura	Ranidae	Pelophylax	Pelophylax esculentus	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	female,
DNA: DKJ 03-05-2017	http://130.225.98.135/map/webkoordRemember.htm?lat=55.038622463504204&lng=12.271256446838379&type=terrain&zoom=15																																																																		
	PreservedSpecimen		DM102	102	DMRA2	8439	Løvfrø	European tree frog	Hyla arborea		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2015	5	21	Gravlund, P.	Denmark	DK	Roneklint	100	55.124821	12.147617		Gravlund, P.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Hyla arborea (Linnaeus, 1758)	2427573	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	Hyla arborea	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	DNA: NH 28-05-2015 01+02	http://130.225.98.135/map/webkoordRemember.htm?lat=55.12482123239253&lng=12.14761734008789&type=hybrid&zoom=16																																																																		
	PreservedSpecimen		DM103	103	DMRA3	80581	Lille vandsalamander	smooth newt	Lissotriton vulgaris		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2015	5	21	Illum, A. and Gravlund, P.	Denmark	DK	Ulvshale, Møn	100	55.039086	12.273799		Illum, A.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Lissotriton vulgaris (Linnaeus, 1758)	5218405	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	Lissotriton vulgaris	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	small pond
DNA: NH 05 01.06.2015, NH 06, 01.06.2015	http://130.225.98.135/map/webkoordRemember.htm?lat=55.03908662589798&lng=12.273799180984497&type=hybrid&zoom=19																																																																		
	PreservedSpecimen		DM104	104	DMRA4	80585	Stor vandsalamander	Crested newt	Triturus cristatus		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2015	5	21	Illum, A. and Gravlund, P.	Denmark	DK	Ulvshale, Møn	10	55.039065	12.273863		Gravlund, P		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Triturus cristatus (Laurenti, 1768)	2431885	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	Triturus cristatus	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	small pond
DNA: TS 03-01.06.2015 and TS 04-01.06.2015	http://130.225.98.135/map/webkoordRemember.htm?lat=55.03906510855488&lng=12.273863554000854&type=hybrid&zoom=18																																																																		
	PreservedSpecimen		DM105	105	DMRA6	83573	Skrubtudse	Common European Toad	Bufo bufo		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2015	5	21	Gravlund, P.	Denmark	DK	Ulvshale, Møn	100	55.04204	12.272243		Gravlund, P.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Bufo bufo (Linnaeus, 1758)	5217160	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	Bufo bufo	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	DNA: TS 01-01.06.2015 and TS 02-01.06.2015
	http://130.225.98.135/map/webkoordRemember.htm?lat=55.04204054000837&lng=12.27224349975586&type=terrain&zoom=15																																																																		
	PreservedSpecimen		DM106	106	DMRA8	8191	Klokkefrø	Fire-bellied toad	Bombina bombina		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2017	5	8	Lene Rasmussen	Denmark	DK	Hjortø	1000	54.963917	10.48748				GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Bombina bombina (Linnaeus, 1761)	2423443	Animalia	Chordata	Amphibia	Anura	Bombinatoridae	Bombina	Bombina bombina	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	Bred in captivity in Copenhagen Zoo for rereleasing into the wild,
DNA - 08-05-2017 DKJ	http://130.225.98.135/map/webkoordRemember.htm?lat=54.96391763171669&lng=10.487480163574218&type=terrain&zoom=13																																																																		
	PreservedSpecimen		DM107	107	DMRA5	88396	Alm. Firben	European common lizard	Zootoca vivipara		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2015	5	21	Gravlund, P.	Denmark	DK	Ulvshale, Møn	10	55.040891	12.278649		Gravlund, P.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Zootoca vivipara (Lichtenstein, 1823)	9337719	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Zootoca	Zootoca vivipara	EXACT	97	ACCEPTED	SPECIES														ZMUC-R	in front of house, Sandvejen 3

Has lost the tail earlier,
DNA: NH 07, 02.06.2015. NH 08, 02.06.2015	http://130.225.98.135/map/webkoordRemember.htm?lat=55.040891736132785&lng=12.27864995598793&type=hybrid&zoom=20																																																																		
	PreservedSpecimen		DM108	108	DMRA9	87104	Stålorm	Slow Worm	Anguis fragilis		Ethanole	Small tissue sample	Please subsample!	Frozen	No				2017	4	27	Morten Allentoft	Denmark	DK	Ulvshale, Møn	100	55.039098	12.273783		Allentoft, M.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Anguis fragilis Linnaeus, 1758	2468095	Animalia	Chordata	Reptilia	Squamata	Anguidae	Anguis	Anguis fragilis	EXACT	98	ACCEPTED	SPECIES														ZMUC-R	DNA: DKJ 09-05-2017	http://130.225.98.135/map/webkoordRemember.htm?lat=55.03909892151741&lng=12.273783087730407&type=hybrid&zoom=19																																																																		
	PreservedSpecimen		DM109	109	DMRA10	90374	Hugorm	Adder	Vipera berus		Ethanole	Small tissue sample	Use all, subsample exists	Frozen	No				2017	4	27	Morten Allentoft	Denmark	DK	Ulvshale, Møn	10	55.042102	12.279606		Allentoft, M.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Vipera berus (Linnaeus, 1758)	5960862	Animalia	Chordata	Reptilia	Squamata	Viperidae	Vipera	Vipera berus	EXACT	97	ACCEPTED	SPECIES														ZMUC-R	beach,
black morph.,
DNA: 11-05-2017 DKJ	http://130.225.98.135/map/webkoordRemember.htm?lat=55.04210278195306&lng=12.27960616350174&type=hybrid&zoom=20																																																																		
	PreservedSpecimen		DM110	110	DMRA11	90375	Hugorm	Adder	Vipera berus		Ethanole	Small tissue sample	Use all, subsample exists	Frozen	No				2017	4	27	Morten Allentoft	Denmark	DK	Ulvshale, Møn	10	55.039249	12.274174		Allentoft, M.		GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Vipera berus (Linnaeus, 1758)	5960862	Animalia	Chordata	Reptilia	Squamata	Viperidae	Vipera	Vipera berus	EXACT	97	ACCEPTED	SPECIES														ZMUC-R	meadow,
female,
DNA: 11-05-2017 DKJ	http://130.225.98.135/map/webkoordRemember.htm?lat=55.039249542549165&lng=12.274174690246582&type=hybrid&zoom=18																																																																		
INFO to come from Morten Allentoft/ Daniel	PreservedSpecimen		DM111	111	DMRA12	afventer	Markfirben	Sand Lizard	Lacerta agilis		Dried and frozen	Large tissue sample	Please subsample!	Frozen	No									DK								GeoGenetics	2017	8	15	Christina Lehmkuhl Noer & Morten Allentoft	1	1	individuals			Lacerta agilis Linnaeus, 1758	6159223	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta	Lacerta agilis	EXACT	98	ACCEPTED	SPECIES														Not entered in database yet - Morten Allentoft will do this																																																																				
	PreservedSpecimen		DM112	112	DMMO01	CP0019045	Trind Fyrremos	Schreber's big red stem moss	Pleurozium schreberi		Dried	Museum sample	No	Dried	yes but not great	Herbarium C	Herbarium sample		1968	7	27		Danmark	DK	Sjælland, Tengslemark Lyng, nordlige del					Niels Jacobsen		Herbarium C	2017	6	8	Christina Lehmkuhl Noer & Christian Lange	1	1	individuals			Pleurozium schreberi Mitten, 1869	2679715	Plantae	Bryophyta	Bryopsida	Hypnales	Hylocomiaceae	Pleurozium	Pleurozium schreberi	EXACT	98	ACCEPTED	SPECIES																																																																								Niels Jacobsen		16	Under Pinus							
	PreservedSpecimen		DM113	113	DMMO02	CP0020121	Brodspids-Tørvemos	Flat-topped bogmoss	Sphagnum fallax		Dried	Museum sample	No	Dried	yes but not great	Herbarium C	Herbarium sample		1968	8	23		Danmark	DK	Sortemose lige øst for Allerød, Sjælland, Danmark					Niels Jacobsen		Herbarium C	2017	6	8	Christina Lehmkuhl Noer & Christian Lange	1	1	individuals			Sphagnum fallax Klinggr√§ff, 1881	2669002	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum	Sphagnum fallax	EXACT	98	ACCEPTED	SPECIES																																																																								Niels Jacobsen		118								
	PreservedSpecimen		DM114	114	DMMO03	C-M-9926	Almindelig Cypresmos	Cypress-leaved plaitmoss	Hypnum cupressiforme		Dried	Museum sample	No	Dried	yes but not great	Herbarium C	Herbarium sample		1989	3	27		Denmark	DK	Jyll., Kjellerup, Hvam, Kongemose					G. S. Mogensen		Herbarium C	2017	6	8	Christina Lehmkuhl Noer & Christian Lange	1	1	individuals			Hypnum cupressiforme Hedwig, 1801	2681972	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Hypnum	Hypnum cupressiforme	EXACT	98	ACCEPTED	SPECIES																																																																								Peter Wind			Højmose							
	PreservedSpecimen		DM115	115	DMMO04	C-M-9927	Almindelig Fladmos	Flat Neckera	Neckera complanata		Dried	Museum sample	No	Dried	yes but not great	Herbarium C	Herbarium sample		2000	3	18		Denmark	DK	Fyn, Damsboskovene, Tjærehaver, Hattebæk					G. S. Mogensen		Herbarium C	2017	6	8	Christina Lehmkuhl Noer & Christian Lange	1	1	individuals			Neckera complanata H√ºbener, 1833	2678588	Plantae	Bryophyta	Bryopsida	Leucodontales	Neckeraceae	Neckera	Neckera complanata	EXACT	98	ACCEPTED	SPECIES																																																																								G. S. Mogensen		180300								
	PreservedSpecimen		DM116	116	DMMO05	C-M-9928	Almindelig Gaffelløv	Forked veilwort	Metzgeria furcata		Dried	Museum sample	No	Dried	yes but not great	Herbarium C	Herbarium sample		1972	10	31		Denmark	DK	Bornholm, Vang, Ringedalen					Kjeld Holmen		Herbarium C	2017	6	8	Christina Lehmkuhl Noer & Christian Lange	1	1	individuals			Metzgeria furcata (L.) Corda	8250334	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	Metzgeria furcata	EXACT	97	ACCEPTED	SPECIES																																																																								Kjeld Holmen		B. 400								
	PreservedSpecimen		DM117	117	DMAL01	DDCC-0001	Euastrum binale v. gutvinskii	Green algae	Euastrum binale v. gutvinskii		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.254867	10.258068		Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Euastrum binale var. gutwinskii (Schmidle) Krieger	7686638	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Euastrum	Euastrum binale	FUZZY	93	ACCEPTED	VARIETY																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4234	squeezed Spagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	15.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM118	118	DMAL02	DDCC-0002	Cylindrocystis brebissonii	Green algae	Cylindrocystis brebissonii		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.254867	10.258068		Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Cylindrocystis brebissonii (Menegh. ex Ralfs) de Bary	2646637	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Mesotaeniaceae	Cylindrocystis	Cylindrocystis brebissonii	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4235	squeezed Spagnum	single cell	micro-pipetting		DY-V	15°	Hansen, G.	15.05.2017			Conjugatophyceae																										
	PreservedSpecimen		DM119	119	DMAL03	DDCC-0003	Euastrum binale v. gutvinskii	Green algae	Euastrum binale v. gutvinskii		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.254867	10.258068		Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Euastrum binale var. gutwinskii (Schmidle) Krieger	7686638	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Euastrum	Euastrum binale	FUZZY	93	ACCEPTED	VARIETY																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4241	sqeezed Spagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	15.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM120	120	DMAL04	DDCC-0004	Staurastrum scabrum	Green algae	Staurastrum scabrum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.254867	10.258068		Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Staurastrum scabrum Brebisson	2648017	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Staurastrum	Staurastrum scabrum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4249	sqeezed Spagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	15.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM121	121	DMAL05	DDCC-0005	Staurastrum paradoxum	Green algae	Staurastrum paradoxum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016			Hansen, G.	Denmark	DK	Storelung, Funen		55.255	10.2575		Hansen, G/Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Staurastrum paradoxum Meyen ex Ralfs	2648078	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Staurastrum	Staurastrum paradoxum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4252	netsample	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	15.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM122	122	DMAL06	DDCC-0006	Cosmarium amoenum	Green algae	Cosmarium amoenum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.255	10.2575		Hansen, G/Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Cosmarium amoenum Br√©b. ex Ralfs	7656645	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Cosmarium	Cosmarium amoenum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4252	netsample	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	15.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM123	123	DMAL07	DDCC-0007	Staurastrum margaritaceum	Green algae	Staurastrum margaritaceum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.255	10.2575		Hansen, G./ Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Staurastrum margaritaceum (Ehrenb.) Ralfs	2647743	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Staurastrum	Staurastrum margaritaceum	EXACT	97	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4259	squeezed Sphagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	15.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM124	124	DMAL08	DDCC-0008	Staurastrum margaritaceum	Green algae	Staurastrum margaritaceum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.255	10.2575		Hansen, G./ Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Staurastrum margaritaceum (Ehrenb.) Ralfs	2647743	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Staurastrum	Staurastrum margaritaceum	EXACT	97	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.01.2017	GH4266	squeezed Sphagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	15.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM125	125	DMAL09	DDCC-0009	Cosmarium amoenum	Green algae	Cosmarium amoenum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016	12	29	Hansen, G.	Denmark	DK	Storelung, Funen		55.255	10.2575		Hansen, G.			2017	7	19	Gert Hansen	1	1	individuals			Cosmarium amoenum Br√©b. ex Ralfs	7656645	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Cosmarium	Cosmarium amoenum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.04.2017	GH4266	squeezed Spagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	16.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM126	126	DMAL10	DDCC-0010	Staurastrum paradoxum	Green algae	Staurastrum paradoxum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016			Hansen, G.	Denmark	DK	Storelung, Funen		55.255	10.2575		Hansen, G.			2017	7	19	Gert Hansen	1	1	individuals			Staurastrum paradoxum Meyen ex Ralfs	2648078	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Staurastrum	Staurastrum paradoxum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.04.2017	GH4253	netsample	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	16.05.2017	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM127	127	DMAL11	DDCC-0011	Staurastrum paradoxum	Green algae	Staurastrum paradoxum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2016			Hansen, G.	Denmark	DK	Storelung, Funen		55.255	10.2575		Hansen, G./ Stastny, J.			2017	7	19	Gert Hansen	1	1	individuals			Staurastrum paradoxum Meyen ex Ralfs	2648078	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Staurastrum	Staurastrum paradoxum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Hansen, G.	04.04.2017	GH4256	netsample	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.		no	no	Conjugatophyceae																										
	PreservedSpecimen		DM128	128	DMAL12	DDCC-0012	Mesotaenium caldariorum	Green algae	Mesotaenium caldariorum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		1949	7	5	Christensen, T.	Denmark	DK	Engestofte Park, Lolland.					Christensen, T.			2017	7	19	Gert Hansen	1	1	individuals			Mesotaenium caldariorum (Lagerheim) Hansgirg	2646698	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Mesotaeniaceae	Mesotaenium	Mesotaenium caldariorum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	Terrestial; On soil between <I>Vaucheria pseudogeminata</I>.	Christensen, T.	1949	TC:4718					DY-V	15°	Christensen, T.		no		Conjugatophyceae																										
	PreservedSpecimen		DM129	129	DMAL13	DDCC-0013	Cosmarium obtusatum	Green algae	Cosmarium obtusatum		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		1956	6	3	Christensen, T.	Denmark	DK	small pond near Snoldelev					Christensen, T.			2017	7	19	Gert Hansen	1	1	individuals			Cosmarium obtusatum Schmidle	5274561	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Cosmarium	Cosmarium obtusatum	EXACT	98	ACCEPTED	SPECIES																																									waiting for Gert	freshwater	Christensen, T.		T-6614				unialgal	DY-V	15°	Christensen, T.		no	no	Conjugatophyceae																										
	PreservedSpecimen		DM130	130	DMAL14	DDCC-0016	Cosmarium turpinii v. eximium	Green algae	Cosmarium turpinii v. eximium		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2008	10	6	Daugbjerg, N.	Denmark	DK	Attemose		55.8209	12.5113		Hansen, G.			2017	7	19	Gert Hansen	1	1	individuals			Cosmarium turpinii var. eximium West & West	5274441	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Cosmarium	Cosmarium turpinii	EXACT	98	ACCEPTED	VARIETY																																									waiting for Gert	freshwater	Hansen, G.	07.10.2008		netsample	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	16.04.2009	no	no	Conjugatophyceae	maybe yeast-like fungal contamination or just bacteria																									
	PreservedSpecimen		DM131	131	DMAL15	DDCC-0017	Micrasterias truncata	Green algae	Micrasterias truncata		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2009	5	31	Moestrup, Ø.	Denmark	DK	Trold Sø		56.0114	9.4025		Hansen, G.			2017	7	19	Gert Hansen	1	1	individuals			Micrasterias truncata (Corda) Br√©b. ex Ralfs	2647502	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Micrasterias	Micrasterias truncata	EXACT	97	ACCEPTED	SPECIES																																									waiting for Gert	freswater	Hansen, G.	03.06.2009	GH136	squeezed sphagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	09.09.2009	no	no	Conjugatophyceae																										
	PreservedSpecimen		DM132	132	DMAL16	DDCC-0018	Micrasterias truncata	Green algae	Micrasterias truncata		media	centrifuget pellet	No	Frozen	yes, on algee webpage	Algae collection	Media		2009	5	31	Moestrup, Ø.	Denmark	DK	Trold Sø		56.0114	9.4025		Hansen, G.			2017	7	19	Gert Hansen	1	1	individuals			Micrasterias truncata (Corda) Br√©b. ex Ralfs	2647502	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Desmidiaceae	Micrasterias	Micrasterias truncata	EXACT	97	ACCEPTED	SPECIES																																									waiting for Gert	freswater	Hansen, G.	03.06.2009	GH153	squeezed sphagnum	single cell	micro-pipetting	clonal	DY-V	15°	Hansen, G.	09.09.2009	no	no	Conjugatophyceae	fungal contamination																									
