Species	Grid_ID	Num_Seq	Num_Muts	GD_Pi	BP
Glossophaga_soricina	1830	4	25	0.0205479452054795	2628
Glossophaga_soricina	1831	91	67	0.0146264684648559	59218
Glossophaga_soricina	1832	4	9	0.00735667174023338	2628
Glossophaga_soricina	1916	2	3	0.00456621004566210	1314
Glossophaga_soricina	1920	3	25	0.0253678335870117	1971
Glossophaga_soricina	1921	25	39	0.0134081194753680	16301
Glossophaga_soricina	2004	2	0	0	1314
Glossophaga_soricina	2093	2	2	0.00313479623824451	1295
Glossophaga_soricina	2182	12	16	0.00615746506157465	7884
Glossophaga_soricina	2183	33	31	0.00538241374217387	21660
Glossophaga_soricina	2273	4	8	0.00584858705440215	2624
Glyphonycteris_daviesi	1646	4	4	0.00304414003044140	2628
Glyphonycteris_daviesi	1831	2	9	0.0137614678899083	1311
Glyphonycteris_daviesi	1832	2	0	0	1285
Glyphonycteris_sylvestris	1831	3	13	0.0131912734652461	1971
Gracilinanus_microtarsus	1024	2	44	0.0669710806697108	1314
Gracilinanus_microtarsus	1115	4	16	0.0126839167935058	2628
Gulo_gulo	3257	4	0	0	2608
Habromys_lepturus	2181	5	7	0.00487062404870624	3285
Habromys_lophurus	2183	20	18	0.00570848411618680	13008
Handleyomys_alfaroi	2004	4	19	0.0190258751902588	2628
Handleyomys_alfaroi	2093	20	67	0.0346973012916096	13117
Handleyomys_alfaroi	2094	2	0	0	1314
Handleyomys_alfaroi	2182	17	106	0.0564061240934731	11169
Handleyomys_alfaroi	2183	2	0	0	1314
Handleyomys_alfaroi	2271	10	6	0.00348384914594960	6570
