basisOfRecord;DNAmarkID;InstitutionID;DanishName;EnglishName;ScientificName;VoucherConditionBeforeSampling;SampleType;InstitutionVoucher;CollectingYear;CollectingMonth;CollectingDay;CollectedBy;Country;countryCode;Locality;GeographicalExact;decimalLatitude (UTM: N);decimalLongitude (UTM: E);geodeticDatum;IdentifiedBy_Validator;GBIF_scientificName;key_GBIF;kingdom;phylum;class;order;family;genus;species;subspecies_variant;GenBankAccession;Fastafile_name
PreservedSpecimen;DM878;NHMD211334;Kamelhveps;Alder wood-wasp;Xiphydria camelus;Dried;Leg;Natural History Museum of Denmark;1960;6;7;B.B.P;Denmark;DK;Birk Nærum;Area, Coordinate from google maps;55.811249;12.532722;Ikke eksakt;0;Xiphydria camelus (Linnaeus, 1758);4492393;Animalia;Arthropoda;Insecta;Hymenoptera;Xiphydriidae;Xiphydria;Xiphydria camelus;0;#N/A;Xiphydria_camelus_DM878.fasta
PreservedSpecimen;DM879;309194;Ceraphron pallipes;Ceraphron pallipes;Ceraphron pallipes;Dried;Whole animal;Natural History Museum of Denmark;1992;7;14;Stegelykke KF;Denmark;DK;.;Coordinate missing;56.019094;10.449945;Coordinat missing;P. Dessart, 1994;Ceraphron pallipes (Thomson, 1858);4498316;Animalia;Arthropoda;Insecta;Hymenoptera;Ceraphronidae;Ceraphron;Ceraphron pallipes;0;#N/A;Ceraphron_pallipes_DM879.fasta
PreservedSpecimen;DM880;309195;Megaspilus dux;Megaspilus dux;Megaspilus dux;Dried;3 tiny legs;Natural History Museum of Denmark;1981;3;27;R. W. Sehliek;Denmark;DK;.;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Megaspilus dux (Curtis, 1829);1308989;Animalia;Arthropoda;Insecta;Hymenoptera;Megaspilidae;Megaspilus;Megaspilus dux;0;#N/A;Megaspilus_dux_DM880.fasta
PreservedSpecimen;DM881;309196;Aphelinus abdominalis;Aphelinus abdominalis;Aphelinus abdominalis;Dried;Whole animal;Natural History Museum of Denmark;1978;9;7;R. W. Sehliek;Denmark;DK;.;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Aphelinus abdominalis (Dalman, 1820);1364038;Animalia;Arthropoda;Insecta;Hymenoptera;Aphelinidae;Aphelinus;Aphelinus abdominalis;0;#N/A;Aphelinus_abdominalis_DM881.fasta
PreservedSpecimen;DM882;309197;Brachymeria minuta;Brachymeria minuta;Brachymeria minuta;Dried;Leg;Natural History Museum of Denmark;.;.;.;R. W. Sehliek;Denmark;DK;.;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Brachymeria minuta (Linnaeus, 1767);9719334;Animalia;Arthropoda;Insecta;Hymenoptera;Chalcididae;Brachymeria;Brachymeria minuta;0;#N/A;Brachymeria_minuta_DM882.fasta
PreservedSpecimen;DM883;309198;Choreia inepta;Choreia inepta;Choreia inepta;Dried;Whole animal;Natural History Museum of Denmark;1982;6;28;P. B. Jensen;Denmark;DK;Mols, Strandkær;Area, Coordinate from google maps;56.223581;10.58388;0;P. Bonde Jensen, 1982;Choreia inepta (Dalman, 1820);1375901;Animalia;Arthropoda;Insecta;Hymenoptera;Encyrtidae;Choreia;Choreia inepta;0;#N/A;Choreia_inepta_DM883.fasta
PreservedSpecimen;DM884;309199;Eulophus ramicornis;Eulophus ramicornis;Eulophus ramicornis;Dried;Whole animal;Natural History Museum of Denmark;1973;7;0;R. W. Sehliek;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Eulophus ramicornis (Fabricius, 1781);1380846;Animalia;Arthropoda;Insecta;Hymenoptera;Eulophidae;Eulophus;Eulophus ramicornis;0;#N/A;Eulophus_ramicornis_DM884.fasta
PreservedSpecimen;DM885;309200;Eupelmus vesicularis;Eupelmus vesicularis;Eupelmus vesicularis;Dried;Whole animal;Natural History Museum of Denmark;.;.;.;Erik B. Hoffmeyer;Denmark;DK;Basnæs, Næstved?;Area, Coordinate from google maps;55.15647;11.758221;0;0;Eupelmus vesicularis (Retzius, 1783);1390191;Animalia;Arthropoda;Insecta;Hymenoptera;Eupelmidae;Eupelmus;Eupelmus vesicularis;0;#N/A;Eupelmus_vesicularis_DM885.fasta
PreservedSpecimen;DM886;309201;Eurytoma rosae;Eurytoma rosae;Eurytoma rosae;Dried;Whole animal;Natural History Museum of Denmark;1924;4;12;Erik B. Hoffmeyer;Denmark;DK;Basnæs, Næstved?;Area, Coordinate from google maps;55.15647;11.758221;0;0;Eurytoma rosae Nees, 1834;5045576;Animalia;Arthropoda;Insecta;Hymenoptera;Eurytomidae;Eurytoma;Eurytoma rosae;0;#N/A;Eurytoma_rosae_DM886.fasta
PreservedSpecimen;DM887;309202;Polynema flavipes;Polynema flavipes;Polynema flavipes;Dried;Whole animal;Natural History Museum of Denmark;1999;9;8;R. W. Sehliek;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;Thuróczy, 2013;Polynema flavipes Walker, 1846;1367144;Animalia;Arthropoda;Insecta;Hymenoptera;Mymaridae;Polynema;Polynema flavipes;0;#N/A;Polynema_flavipes_DM887.fasta
PreservedSpecimen;DM888;309203;Pteromalus puparum;Pteromalus puparum;Pteromalus puparum;Dried;3 tiny legs;Natural History Museum of Denmark;1975;9;16;Erik B. Hoffmeyer;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Pteromalus puparum (Linnaeus, 1758);1395238;Animalia;Arthropoda;Insecta;Hymenoptera;Pteromalidae;Pteromalus;Pteromalus puparum;0;#N/A;Pteromalus_puparum_DM888.fasta
PreservedSpecimen;DM889;309204;Megastigmus spermotrophus;Megastigmus spermotrophus;Megastigmus spermotrophus;Dried;Whole animal;Natural History Museum of Denmark;1930;3;12;Erik B. Hoffmeyer;Denmark;DK;Langesø, Morud, Fyn? ;Area, Coordinate from google maps;55.43251;10.20187;0;Hoffmeyer No. 1572;Megastigmus spermotrophus Wachtl, 1893;1371011;Animalia;Arthropoda;Insecta;Hymenoptera;Torymidae;Megastigmus;Megastigmus spermotrophus;0;#N/A;Megastigmus_spermotrophus_DM889.fasta
PreservedSpecimen;DM890;309205;Andricus quercusradicis;Andricus quercusradicis;Andricus quercusradicis;Dried;2 legs;Natural History Museum of Denmark;1928;5;18;Erik B. Hoffmeyer;Denmark;DK;Strødam;Area, Coordinate from google maps;55.959949;12.279042;0;0;Andricus quercusradicis (Fabricius, 1798);1309601;Animalia;Arthropoda;Insecta;Hymenoptera;Cynipidae;Andricus;Andricus quercusradicis;0;#N/A;Andricus_quercusradicis_DM890.fasta
PreservedSpecimen;DM891;309206;Eucoila floralis;Eucoila floralis;Eucoila floralis;Dried;Whole animal;Natural History Museum of Denmark;2010;8;22;R. W. Sehliek;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Eucoila floralis (Dahlbom, 1846);4497755;Animalia;Arthropoda;Insecta;Hymenoptera;Figitidae;Eucoila;Eucoila floralis;0;#N/A;Eucoila_floralis_DM891.fasta
PreservedSpecimen;DM892;309207;Ibalia leucospoides;Ibalia leucospoides;Ibalia leucospoides;Dried;Leg;Natural History Museum of Denmark;2012;8;6;Ole Mehl;Denmark;DK;DK. WJ. MH 65 Birkild. Asp;Area, Coordinate from google maps;56.435206;8.474823;0;O. Mehl det. 2012;Ibalia leucospoides (Hochenwarth, 1785);1309534;Animalia;Arthropoda;Insecta;Hymenoptera;Ibaliidae;Ibalia;Ibalia leucospoides;0;MT410818;Ibalia_leucospoides_DM892.fasta
PreservedSpecimen;DM893;309208;Aulacus striatus;Aulacus striatus;Aulacus striatus;Dried;2 legs;Natural History Museum of Denmark;1972;5;23;H. Friis Jensen;Denmark;DK;Bjæverskov, Ba. 29;Area, Coordinate from google maps;55.457518;12.03355;0;B. Petersen det. 1972;Aulacus striatus Jurine, 1807;1248968;Animalia;Arthropoda;Insecta;Hymenoptera;Aulacidae;Aulacus;Aulacus striatus;0;#N/A;Aulacus_striatus_DM893.fasta
